date,amount,description
8594-01-03,-1000,Electricity bill
8594-02-07,2500,Client payment
8594-02-01,5000,Salary payment
8594-03-02,-3000,Rent payment
8594-04-05,-200,Grocery shopping
8594-06-03,-1000,Electricity bill
8594-07-07,2500,Client payment
8594-07-01,5000,Salary payment
8594-08-02,-3000,Rent payment
8594-09-05,-200,Grocery shopping
8594-11-03,-1000,Electricity bill
8594-12-07,2500,Client payment
8594-12-01,5000,Salary payment
8595-01-02,-3000,Rent payment
8595-02-05,-200,Grocery shopping
8595-04-03,-1000,Electricity bill
8595-05-07,2500,Client payment
8595-05-01,5000,Salary payment
8595-06-02,-3000,Rent payment
8595-07-05,-200,Grocery shopping
8595-09-03,-1000,Electricity bill
8595-10-07,2500,Client payment
8595-10-01,5000,Salary payment
8595-11-02,-3000,Rent payment
8595-12-05,-200,Grocery shopping
8596-02-03,-1000,Electricity bill
8596-03-07,2500,Client payment
8596-03-01,5000,Salary payment
8596-04-02,-3000,Rent payment
8596-05-05,-200,Grocery shopping
8596-07-03,-1000,Electricity bill
8596-08-07,2500,Client payment
8596-08-01,5000,Salary payment
8596-09-02,-3000,Rent payment
8596-10-05,-200,Grocery shopping
8596-12-03,-1000,Electricity bill
8597-01-07,2500,Client payment
8597-01-01,5000,Salary payment
8597-02-02,-3000,Rent payment
8597-03-05,-200,Grocery shopping
8597-05-03,-1000,Electricity bill
8597-06-07,2500,Client payment
8597-06-01,5000,Salary payment
8597-07-02,-3000,Rent payment
8597-08-05,-200,Grocery shopping
8597-10-03,-1000,Electricity bill
8597-11-07,2500,Client payment
8597-11-01,5000,Salary payment
8597-12-02,-3000,Rent payment
8598-01-05,-200,Grocery shopping
8598-03-03,-1000,Electricity bill
8598-04-07,2500,Client payment
8598-04-01,5000,Salary payment
8598-05-02,-3000,Rent payment
8598-06-05,-200,Grocery shopping
8598-08-03,-1000,Electricity bill
8598-09-07,2500,Client payment
8598-09-01,5000,Salary payment
8598-10-02,-3000,Rent payment
8598-11-05,-200,Grocery shopping
8599-01-03,-1000,Electricity bill
8599-02-07,2500,Client payment
8599-02-01,5000,Salary payment
8599-03-02,-3000,Rent payment
8599-04-05,-200,Grocery shopping
8599-06-03,-1000,Electricity bill
8599-07-07,2500,Client payment
8599-07-01,5000,Salary payment
8599-08-02,-3000,Rent payment
8599-09-05,-200,Grocery shopping
8599-11-03,-1000,Electricity bill
8599-12-07,2500,Client payment
8599-12-01,5000,Salary payment
8600-01-02,-3000,Rent payment
8600-02-05,-200,Grocery shopping
8600-04-03,-1000,Electricity bill
8600-05-07,2500,Client payment
8600-05-01,5000,Salary payment
8600-06-02,-3000,Rent payment
8600-07-05,-200,Grocery shopping
8600-09-03,-1000,Electricity bill
8600-10-07,2500,Client payment
8600-10-01,5000,Salary payment
8600-11-02,-3000,Rent payment
8600-12-05,-200,Grocery shopping
8601-02-03,-1000,Electricity bill
8601-03-07,2500,Client payment
8601-03-01,5000,Salary payment
8601-04-02,-3000,Rent payment
8601-05-05,-200,Grocery shopping
8601-07-03,-1000,Electricity bill
8601-08-07,2500,Client payment
8601-08-01,5000,Salary payment
8601-09-02,-3000,Rent payment
8601-10-05,-200,Grocery shopping
8601-12-03,-1000,Electricity bill
8602-01-07,2500,Client payment
8602-01-01,5000,Salary payment
8602-02-02,-3000,Rent payment
8602-03-05,-200,Grocery shopping
8602-05-03,-1000,Electricity bill
8602-06-07,2500,Client payment
8602-06-01,5000,Salary payment
8602-07-02,-3000,Rent payment
8602-08-05,-200,Grocery shopping
8602-10-03,-1000,Electricity bill
8602-11-07,2500,Client payment
8602-11-01,5000,Salary payment
8602-12-02,-3000,Rent payment
8603-01-05,-200,Grocery shopping
8603-03-03,-1000,Electricity bill
8603-04-07,2500,Client payment
8603-04-01,5000,Salary payment
8603-05-02,-3000,Rent payment
8603-06-05,-200,Grocery shopping
8603-08-03,-1000,Electricity bill
8603-09-07,2500,Client payment
8603-09-01,5000,Salary payment
8603-10-02,-3000,Rent payment
8603-11-05,-200,Grocery shopping
8604-01-03,-1000,Electricity bill
8604-02-07,2500,Client payment
8604-02-01,5000,Salary payment
8604-03-02,-3000,Rent payment
8604-04-05,-200,Grocery shopping
8604-06-03,-1000,Electricity bill
8604-07-07,2500,Client payment
8604-07-01,5000,Salary payment
8604-08-02,-3000,Rent payment
8604-09-05,-200,Grocery shopping
8604-11-03,-1000,Electricity bill
8604-12-07,2500,Client payment
8604-12-01,5000,Salary payment
8605-01-02,-3000,Rent payment
8605-02-05,-200,Grocery shopping
8605-04-03,-1000,Electricity bill
8605-05-07,2500,Client payment
8605-05-01,5000,Salary payment
8605-06-02,-3000,Rent payment
8605-07-05,-200,Grocery shopping
8605-09-03,-1000,Electricity bill
8605-10-07,2500,Client payment
8605-10-01,5000,Salary payment
8605-11-02,-3000,Rent payment
8605-12-05,-200,Grocery shopping
8606-02-03,-1000,Electricity bill
8606-03-07,2500,Client payment
8606-03-01,5000,Salary payment
8606-04-02,-3000,Rent payment
8606-05-05,-200,Grocery shopping
8606-07-03,-1000,Electricity bill
8606-08-07,2500,Client payment
8606-08-01,5000,Salary payment
8606-09-02,-3000,Rent payment
8606-10-05,-200,Grocery shopping
8606-12-03,-1000,Electricity bill
8607-01-07,2500,Client payment
8607-01-01,5000,Salary payment
8607-02-02,-3000,Rent payment
8607-03-05,-200,Grocery shopping
8607-05-03,-1000,Electricity bill
8607-06-07,2500,Client payment
8607-06-01,5000,Salary payment
8607-07-02,-3000,Rent payment
8607-08-05,-200,Grocery shopping
8607-10-03,-1000,Electricity bill
8607-11-07,2500,Client payment
8607-11-01,5000,Salary payment
8607-12-02,-3000,Rent payment
8608-01-05,-200,Grocery shopping
8608-03-03,-1000,Electricity bill
8608-04-07,2500,Client payment
8608-04-01,5000,Salary payment
8608-05-02,-3000,Rent payment
8608-06-05,-200,Grocery shopping
8608-08-03,-1000,Electricity bill
8608-09-07,2500,Client payment
8608-09-01,5000,Salary payment
8608-10-02,-3000,Rent payment
8608-11-05,-200,Grocery shopping
8609-01-03,-1000,Electricity bill
8609-02-07,2500,Client payment
8609-02-01,5000,Salary payment
8609-03-02,-3000,Rent payment
8609-04-05,-200,Grocery shopping
8609-06-03,-1000,Electricity bill
8609-07-07,2500,Client payment
8609-07-01,5000,Salary payment
8609-08-02,-3000,Rent payment
8609-09-05,-200,Grocery shopping
8609-11-03,-1000,Electricity bill
8609-12-07,2500,Client payment
8609-12-01,5000,Salary payment
8610-01-02,-3000,Rent payment
8610-02-05,-200,Grocery shopping
8610-04-03,-1000,Electricity bill
8610-05-07,2500,Client payment
8610-05-01,5000,Salary payment
8610-06-02,-3000,Rent payment
8610-07-05,-200,Grocery shopping
8610-09-03,-1000,Electricity bill
8610-10-07,2500,Client payment
8610-10-01,5000,Salary payment
8610-11-02,-3000,Rent payment
8610-12-05,-200,Grocery shopping
8611-02-03,-1000,Electricity bill
8611-03-07,2500,Client payment
8611-03-01,5000,Salary payment
8611-04-02,-3000,Rent payment
8611-05-05,-200,Grocery shopping
8611-07-03,-1000,Electricity bill
8611-08-07,2500,Client payment
8611-08-01,5000,Salary payment
8611-09-02,-3000,Rent payment
8611-10-05,-200,Grocery shopping
8611-12-03,-1000,Electricity bill
8612-01-07,2500,Client payment
8612-01-01,5000,Salary payment
8612-02-02,-3000,Rent payment
8612-03-05,-200,Grocery shopping
8612-05-03,-1000,Electricity bill
8612-06-07,2500,Client payment
8612-06-01,5000,Salary payment
8612-07-02,-3000,Rent payment
8612-08-05,-200,Grocery shopping
8612-10-03,-1000,Electricity bill
8612-11-07,2500,Client payment
8612-11-01,5000,Salary payment
8612-12-02,-3000,Rent payment
8613-01-05,-200,Grocery shopping
8613-03-03,-1000,Electricity bill
8613-04-07,2500,Client payment
8613-04-01,5000,Salary payment
8613-05-02,-3000,Rent payment
8613-06-05,-200,Grocery shopping
8613-08-03,-1000,Electricity bill
8613-09-07,2500,Client payment
8613-09-01,5000,Salary payment
8613-10-02,-3000,Rent payment
8613-11-05,-200,Grocery shopping
8614-01-03,-1000,Electricity bill
8614-02-07,2500,Client payment
8614-02-01,5000,Salary payment
8614-03-02,-3000,Rent payment
8614-04-05,-200,Grocery shopping
8614-06-03,-1000,Electricity bill
8614-07-07,2500,Client payment
8614-07-01,5000,Salary payment
8614-08-02,-3000,Rent payment
8614-09-05,-200,Grocery shopping
8614-11-03,-1000,Electricity bill
8614-12-07,2500,Client payment
8614-12-01,5000,Salary payment
8615-01-02,-3000,Rent payment
8615-02-05,-200,Grocery shopping
8615-04-03,-1000,Electricity bill
8615-05-07,2500,Client payment
8615-05-01,5000,Salary payment
8615-06-02,-3000,Rent payment
8615-07-05,-200,Grocery shopping
8615-09-03,-1000,Electricity bill
8615-10-07,2500,Client payment
8615-10-01,5000,Salary payment
8615-11-02,-3000,Rent payment
8615-12-05,-200,Grocery shopping
8616-02-03,-1000,Electricity bill
8616-03-07,2500,Client payment
8616-03-01,5000,Salary payment
8616-04-02,-3000,Rent payment
8616-05-05,-200,Grocery shopping
8616-07-03,-1000,Electricity bill
8616-08-07,2500,Client payment
8616-08-01,5000,Salary payment
8616-09-02,-3000,Rent payment
8616-10-05,-200,Grocery shopping
8616-12-03,-1000,Electricity bill
8617-01-07,2500,Client payment
8617-01-01,5000,Salary payment
8617-02-02,-3000,Rent payment
8617-03-05,-200,Grocery shopping
8617-05-03,-1000,Electricity bill
8617-06-07,2500,Client payment
8617-06-01,5000,Salary payment
8617-07-02,-3000,Rent payment
8617-08-05,-200,Grocery shopping
8617-10-03,-1000,Electricity bill
8617-11-07,2500,Client payment
8617-11-01,5000,Salary payment
8617-12-02,-3000,Rent payment
8618-01-05,-200,Grocery shopping
8618-03-03,-1000,Electricity bill
8618-04-07,2500,Client payment
8618-04-01,5000,Salary payment
8618-05-02,-3000,Rent payment
8618-06-05,-200,Grocery shopping
8618-08-03,-1000,Electricity bill
8618-09-07,2500,Client payment
8618-09-01,5000,Salary payment
8618-10-02,-3000,Rent payment
8618-11-05,-200,Grocery shopping
8619-01-03,-1000,Electricity bill
8619-02-07,2500,Client payment
8619-02-01,5000,Salary payment
8619-03-02,-3000,Rent payment
8619-04-05,-200,Grocery shopping
8619-06-03,-1000,Electricity bill
8619-07-07,2500,Client payment
8619-07-01,5000,Salary payment
8619-08-02,-3000,Rent payment
8619-09-05,-200,Grocery shopping
8619-11-03,-1000,Electricity bill
8619-12-07,2500,Client payment
8619-12-01,5000,Salary payment
8620-01-02,-3000,Rent payment
8620-02-05,-200,Grocery shopping
8620-04-03,-1000,Electricity bill
8620-05-07,2500,Client payment
8620-05-01,5000,Salary payment
8620-06-02,-3000,Rent payment
8620-07-05,-200,Grocery shopping
8620-09-03,-1000,Electricity bill
8620-10-07,2500,Client payment
8620-10-01,5000,Salary payment
8620-11-02,-3000,Rent payment
8620-12-05,-200,Grocery shopping
8621-02-03,-1000,Electricity bill
8621-03-07,2500,Client payment
8621-03-01,5000,Salary payment
8621-04-02,-3000,Rent payment
8621-05-05,-200,Grocery shopping
8621-07-03,-1000,Electricity bill
8621-08-07,2500,Client payment
8621-08-01,5000,Salary payment
8621-09-02,-3000,Rent payment
8621-10-05,-200,Grocery shopping
8621-12-03,-1000,Electricity bill
8622-01-07,2500,Client payment
8622-01-01,5000,Salary payment
8622-02-02,-3000,Rent payment
8622-03-05,-200,Grocery shopping
8622-05-03,-1000,Electricity bill
8622-06-07,2500,Client payment
8622-06-01,5000,Salary payment
8622-07-02,-3000,Rent payment
8622-08-05,-200,Grocery shopping
8622-10-03,-1000,Electricity bill
8622-11-07,2500,Client payment
8622-11-01,5000,Salary payment
8622-12-02,-3000,Rent payment
8623-01-05,-200,Grocery shopping
8623-03-03,-1000,Electricity bill
8623-04-07,2500,Client payment
8623-04-01,5000,Salary payment
8623-05-02,-3000,Rent payment
8623-06-05,-200,Grocery shopping
8623-08-03,-1000,Electricity bill
8623-09-07,2500,Client payment
8623-09-01,5000,Salary payment
8623-10-02,-3000,Rent payment
8623-11-05,-200,Grocery shopping
8624-01-03,-1000,Electricity bill
8624-02-07,2500,Client payment
8624-02-01,5000,Salary payment
8624-03-02,-3000,Rent payment
8624-04-05,-200,Grocery shopping
8624-06-03,-1000,Electricity bill
8624-07-07,2500,Client payment
8624-07-01,5000,Salary payment
8624-08-02,-3000,Rent payment
8624-09-05,-200,Grocery shopping
8624-11-03,-1000,Electricity bill
8624-12-07,2500,Client payment
8624-12-01,5000,Salary payment
8625-01-02,-3000,Rent payment
8625-02-05,-200,Grocery shopping
8625-04-03,-1000,Electricity bill
8625-05-07,2500,Client payment
8625-05-01,5000,Salary payment
8625-06-02,-3000,Rent payment
8625-07-05,-200,Grocery shopping
8625-09-03,-1000,Electricity bill
8625-10-07,2500,Client payment
8625-10-01,5000,Salary payment
8625-11-02,-3000,Rent payment
8625-12-05,-200,Grocery shopping
8626-02-03,-1000,Electricity bill
8626-03-07,2500,Client payment
8626-03-01,5000,Salary payment
8626-04-02,-3000,Rent payment
8626-05-05,-200,Grocery shopping
8626-07-03,-1000,Electricity bill
8626-08-07,2500,Client payment
8626-08-01,5000,Salary payment
8626-09-02,-3000,Rent payment
8626-10-05,-200,Grocery shopping
8626-12-03,-1000,Electricity bill
8627-01-07,2500,Client payment
8627-01-01,5000,Salary payment
8627-02-02,-3000,Rent payment
8627-03-05,-200,Grocery shopping
8627-05-03,-1000,Electricity bill
8627-06-07,2500,Client payment
8627-06-01,5000,Salary payment
8627-07-02,-3000,Rent payment
8627-08-05,-200,Grocery shopping
8627-10-03,-1000,Electricity bill
8627-11-07,2500,Client payment
8627-11-01,5000,Salary payment
8627-12-02,-3000,Rent payment
8628-01-05,-200,Grocery shopping
8628-03-03,-1000,Electricity bill
8628-04-07,2500,Client payment
8628-04-01,5000,Salary payment
8628-05-02,-3000,Rent payment
8628-06-05,-200,Grocery shopping
8628-08-03,-1000,Electricity bill
8628-09-07,2500,Client payment
8628-09-01,5000,Salary payment
8628-10-02,-3000,Rent payment
8628-11-05,-200,Grocery shopping
8629-01-03,-1000,Electricity bill
8629-02-07,2500,Client payment
8629-02-01,5000,Salary payment
8629-03-02,-3000,Rent payment
8629-04-05,-200,Grocery shopping
8629-06-03,-1000,Electricity bill
8629-07-07,2500,Client payment
8629-07-01,5000,Salary payment
8629-08-02,-3000,Rent payment
8629-09-05,-200,Grocery shopping
8629-11-03,-1000,Electricity bill
8629-12-07,2500,Client payment
8629-12-01,5000,Salary payment
8630-01-02,-3000,Rent payment
8630-02-05,-200,Grocery shopping
8630-04-03,-1000,Electricity bill
8630-05-07,2500,Client payment
8630-05-01,5000,Salary payment
8630-06-02,-3000,Rent payment
8630-07-05,-200,Grocery shopping
8630-09-03,-1000,Electricity bill
8630-10-07,2500,Client payment
8630-10-01,5000,Salary payment
8630-11-02,-3000,Rent payment
8630-12-05,-200,Grocery shopping
8631-02-03,-1000,Electricity bill
8631-03-07,2500,Client payment
8631-03-01,5000,Salary payment
8631-04-02,-3000,Rent payment
8631-05-05,-200,Grocery shopping
8631-07-03,-1000,Electricity bill
8631-08-07,2500,Client payment
8631-08-01,5000,Salary payment
8631-09-02,-3000,Rent payment
8631-10-05,-200,Grocery shopping
8631-12-03,-1000,Electricity bill
8632-01-07,2500,Client payment
8632-01-01,5000,Salary payment
8632-02-02,-3000,Rent payment
8632-03-05,-200,Grocery shopping
8632-05-03,-1000,Electricity bill
8632-06-07,2500,Client payment
8632-06-01,5000,Salary payment
8632-07-02,-3000,Rent payment
8632-08-05,-200,Grocery shopping
8632-10-03,-1000,Electricity bill
8632-11-07,2500,Client payment
8632-11-01,5000,Salary payment
8632-12-02,-3000,Rent payment
8633-01-05,-200,Grocery shopping
8633-03-03,-1000,Electricity bill
8633-04-07,2500,Client payment
8633-04-01,5000,Salary payment
8633-05-02,-3000,Rent payment
8633-06-05,-200,Grocery shopping
8633-08-03,-1000,Electricity bill
8633-09-07,2500,Client payment
8633-09-01,5000,Salary payment
8633-10-02,-3000,Rent payment
8633-11-05,-200,Grocery shopping
8634-01-03,-1000,Electricity bill
8634-02-07,2500,Client payment
8634-02-01,5000,Salary payment
8634-03-02,-3000,Rent payment
8634-04-05,-200,Grocery shopping
8634-06-03,-1000,Electricity bill
8634-07-07,2500,Client payment
8634-07-01,5000,Salary payment
8634-08-02,-3000,Rent payment
8634-09-05,-200,Grocery shopping
8634-11-03,-1000,Electricity bill
8634-12-07,2500,Client payment
8634-12-01,5000,Salary payment
8635-01-02,-3000,Rent payment
8635-02-05,-200,Grocery shopping
8635-04-03,-1000,Electricity bill
8635-05-07,2500,Client payment
8635-05-01,5000,Salary payment
8635-06-02,-3000,Rent payment
8635-07-05,-200,Grocery shopping
8635-09-03,-1000,Electricity bill
8635-10-07,2500,Client payment
8635-10-01,5000,Salary payment
8635-11-02,-3000,Rent payment
8635-12-05,-200,Grocery shopping
8636-02-03,-1000,Electricity bill
8636-03-07,2500,Client payment
8636-03-01,5000,Salary payment
8636-04-02,-3000,Rent payment
8636-05-05,-200,Grocery shopping
8636-07-03,-1000,Electricity bill
8636-08-07,2500,Client payment
8636-08-01,5000,Salary payment
8636-09-02,-3000,Rent payment
8636-10-05,-200,Grocery shopping
8636-12-03,-1000,Electricity bill
8637-01-07,2500,Client payment
8637-01-01,5000,Salary payment
8637-02-02,-3000,Rent payment
8637-03-05,-200,Grocery shopping
8637-05-03,-1000,Electricity bill
8637-06-07,2500,Client payment
8637-06-01,5000,Salary payment
8637-07-02,-3000,Rent payment
8637-08-05,-200,Grocery shopping
8637-10-03,-1000,Electricity bill
8637-11-07,2500,Client payment
8637-11-01,5000,Salary payment
8637-12-02,-3000,Rent payment
8638-01-05,-200,Grocery shopping
8638-03-03,-1000,Electricity bill
8638-04-07,2500,Client payment
8638-04-01,5000,Salary payment
8638-05-02,-3000,Rent payment
8638-06-05,-200,Grocery shopping
8638-08-03,-1000,Electricity bill
8638-09-07,2500,Client payment
8638-09-01,5000,Salary payment
8638-10-02,-3000,Rent payment
8638-11-05,-200,Grocery shopping
8639-01-03,-1000,Electricity bill
8639-02-07,2500,Client payment
8639-02-01,5000,Salary payment
8639-03-02,-3000,Rent payment
8639-04-05,-200,Grocery shopping
8639-06-03,-1000,Electricity bill
8639-07-07,2500,Client payment
8639-07-01,5000,Salary payment
8639-08-02,-3000,Rent payment
8639-09-05,-200,Grocery shopping
8639-11-03,-1000,Electricity bill
8639-12-07,2500,Client payment
8639-12-01,5000,Salary payment
8640-01-02,-3000,Rent payment
8640-02-05,-200,Grocery shopping
8640-04-03,-1000,Electricity bill
8640-05-07,2500,Client payment
8640-05-01,5000,Salary payment
8640-06-02,-3000,Rent payment
8640-07-05,-200,Grocery shopping
8640-09-03,-1000,Electricity bill
8640-10-07,2500,Client payment
8640-10-01,5000,Salary payment
8640-11-02,-3000,Rent payment
8640-12-05,-200,Grocery shopping
8641-02-03,-1000,Electricity bill
8641-03-07,2500,Client payment
8641-03-01,5000,Salary payment
8641-04-02,-3000,Rent payment
8641-05-05,-200,Grocery shopping
8641-07-03,-1000,Electricity bill
8641-08-07,2500,Client payment
8641-08-01,5000,Salary payment
8641-09-02,-3000,Rent payment
8641-10-05,-200,Grocery shopping
8641-12-03,-1000,Electricity bill
8642-01-07,2500,Client payment
8642-01-01,5000,Salary payment
8642-02-02,-3000,Rent payment
8642-03-05,-200,Grocery shopping
8642-05-03,-1000,Electricity bill
8642-06-07,2500,Client payment
8642-06-01,5000,Salary payment
8642-07-02,-3000,Rent payment
